4,Dholipal,1,02:50 PM,02:47 PM,3M Before,02:52 PM,02:52 PM,No Delay, 19 Kms,1,04767
5,Buglanwali,1,02:57 PM,02:57 PM,No Delay,02:58 PM,02:58 PM,No Delay, 23 Kms,1,04767
6,Budhsinghwala,1,03:03 PM,03:03 PM,No Delay,03:04 PM,03:04 PM,No Delay, 28 Kms,1,04767
7,Sadulshahr,1,03:17 PM,03:18 PM,1 Min,03:20 PM,03:20 PM,No Delay, 37 Kms,1,04767
8,Fateh Singhwala,1,03:28 PM,03:28 PM,No Delay,03:29 PM,03:29 PM,No Delay, 44 Kms,1,04767
1,Shri Ganganagar,1,Source,Source,No Delay,11:10 AM,11:10 AM,No Delay, 0 Kms,2,04768
2,Banwali,1,11:24 AM,11:27 AM,3 Mins,11:25 AM,11:28 AM,3 Mins, 15 Kms,1,04768
3,Fateh Singhwala,1,11:33 AM,11:36 AM,3 Mins,11:34 AM,11:37 AM,3 Mins, 22 Kms,1,04768
4,Sadulshahr,1,11:42 AM,11:45 AM,3 Mins,11:44 AM,11:46 AM,2 Mins, 29 Kms,1,04768
5,Budhsinghwala,1,11:53 AM,11:55 AM,2 Mins,11:54 AM,11:56 AM,2 Mins, 38 Kms,1,04768
6,Buglanwali,1,11:59 AM,12:01 PM,2 Mins,12:00 PM,12:02 PM,2 Mins, 43 Kms,1,04768
7,Dholipal,1,12:05 PM,12:09 PM,4 Mins,12:07 PM,12:10 PM,3 Mins, 47 Kms,1,04768
8,Hirnawali,1,12:13 PM,12:16 PM,3 Mins,12:14 PM,12:17 PM,3 Mins, 53 Kms,1,04768
9,Jorkian,1,12:20 PM,12:23 PM,3 Mins,12:21 PM,12:24 PM,3 Mins, 58 Kms,1,04768
1,Hanumangarh Jn,1,Source,Source,No Delay,05:45 PM,05:45 PM,No Delay, 0 Kms,3,04769
2,Jorkian,1,05:55 PM,05:55 PM,No Delay,05:56 PM,05:56 PM,No Delay, 8 Kms,1,04769
3,Hirnawali,1,06:02 PM,06:02 PM,No Delay,06:03 PM,06:03 PM,No Delay, 13 Kms,1,04769
4,Dholipal,1,06:08 PM,06:10 PM,2 Mins,06:10 PM,06:28 PM,18 Mins, 19 Kms,1,04769
5,Buglanwali,1,06:24 PM,06:42 PM,18 Mins,06:25 PM,06:43 PM,18 Mins, 23 Kms,1,04769
6,Budhsinghwala,1,06:30 PM,06:48 PM,18 Mins,06:31 PM,06:49 PM,18 Mins, 28 Kms,1,04769
7,Sadulshahr,1,06:42 PM,06:50 PM,8 Mins,06:44 PM,06:52 PM,8 Mins, 37 Kms,1,04769
8,Fateh Singhwala,1,06:53 PM,07:01 PM,8 Mins,06:54 PM,07:02 PM,8 Mins, 44 Kms,1,04769
9,Banwali,1,07:01 PM,07:06 PM,5 Mins,07:03 PM,07:07 PM,4 Mins, 51 Kms,1,04769
1,Shri Ganganagar,1,Source,Source,No Delay,03:30 PM,03:30 PM,No Delay, 0 Kms,1,04770
2,Banwali,1,03:44 PM,03:44 PM,No Delay,03:45 PM,03:45 PM,No Delay, 15 Kms,1,04770
3,Fateh Singhwala,1,03:53 PM,03:53 PM,No Delay,03:54 PM,03:54 PM,No Delay, 22 Kms,1,04770
4,Sadulshahr,1,04:02 PM,04:10 PM,8 Mins,04:04 PM,04:12 PM,8 Mins, 29 Kms,1,04770
5,Budhsinghwala,1,04:13 PM,04:21 PM,8 Mins,04:14 PM,04:22 PM,8 Mins, 38 Kms,1,04770
6,Buglanwali,1,04:19 PM,04:27 PM,8 Mins,04:20 PM,04:28 PM,8 Mins, 43 Kms,1,04770
7,Dholipal,1,04:27 PM,04:35 PM,8 Mins,04:28 PM,04:37 PM,9 Mins, 47 Kms,1,04770
8,Hirnawali,1,04:34 PM,04:43 PM,9 Mins,04:35 PM,04:44 PM,9 Mins, 53 Kms,1,04770
9,Jorkian,1,04:41 PM,04:50 PM,9 Mins,04:42 PM,04:51 PM,9 Mins, 58 Kms,1,04770
1,Sadulpur Jn,1,Source,Source,No Delay,02:35 AM,02:35 AM,No Delay, 0 Kms,04771
2,Narwasi,1,02:53 AM,03:07 AM,14 Mins,02:54 AM,03:08 AM,14 Mins, 17 Kms,04771
3,Sidmukh,1,03:09 AM,03:24 AM,15 Mins,03:11 AM,03:26 AM,15 Mins, 36 Kms,04771
4,Anupshahr,1,03:20 AM,03:38 AM,18 Mins,03:22 AM,03:40 AM,18 Mins, 45 Kms,04771
5,Tahsil Bhadra,1,03:39 AM,04:06 AM,27 Mins,03:42 AM,04:08 AM,26 Mins, 64 Kms,04771
6,Gogameri,1,03:55 AM,04:30 AM,35 Mins,03:57 AM,04:32 AM,35 Mins, 78 Kms,04771
7,Diplana,1,04:12 AM,04:54 AM,42 Mins,04:13 AM,04:55 AM,42 Mins, 93 Kms,04771
8,Nohar,1,04:24 AM,05:15 AM,51 Mins,04:26 AM,05:17 AM,51 Mins, 103 Kms,04771
9,Khinaniyan,1,04:43 AM,05:40 AM,57 Mins,04:44 AM,05:41 AM,57 Mins, 122 Kms,04771
10,Ellenabad,1,04:57 AM,05:58 AM,1 Hr 1 Min,05:00 AM,06:00 AM,1 Hr, 135 Kms,04771
