11,Ernakulam Town,2,02:55 AM,04:07 AM,1 Hr 12 Mins,03:00 AM,04:13 AM,1 Hr 13 Mins, 223 Kms,16343,2018-02-02
12,Idaplli,2,03:11 AM,04:26 AM,1 Hr 15 Mins,03:12 AM,04:27 AM,1 Hr 15 Mins, 229 Kms,16343,2018-02-02
13,Aluva,2,03:28 AM,04:40 AM,1 Hr 12 Mins,03:30 AM,04:42 AM,1 Hr 12 Mins, 240 Kms,16343,2018-02-02
14,Thrisur,2,04:17 AM,05:43 AM,1 Hr 26 Mins,04:20 AM,05:46 AM,1 Hr 26 Mins, 294 Kms,16343,2018-02-02
15,Shoranur Jn,2,05:30 AM,06:24 AM,54 Mins,05:40 AM,06:46 AM,1 Hr 6 Mins, 327 Kms,16343,2018-02-02
16,Ottappalam,2,05:58 AM,07:03 AM,1 Hr 5 Mins,06:00 AM,07:05 AM,1 Hr 5 Mins, 336 Kms,16343,2018-02-02
17,Palakkad Jn,2,07:15 AM,07:45 AM,30 Mins,07:30 AM,08:18 AM,48 Mins, 367 Kms,16343,2018-02-02
18,Palghat Town,2,07:45 AM,08:31 AM,46 Mins,07:50 AM,08:36 AM,46 Mins, 371 Kms,16343,2018-02-02
19,Pollachi Jn,2,09:05 AM,09:30 AM,25 Mins,09:10 AM,09:35 AM,25 Mins, 425 Kms,16343,2018-02-02
20,Palani,2,10:28 AM,10:40 AM,12 Mins,10:30 AM,10:52 AM,22 Mins, 488 Kms,16343,2018-02-02
21,Dindigul Jn,2,11:43 AM,12:00 PM,17 Mins,11:45 AM,12:05 PM,20 Mins, 546 Kms,16343,2018-02-02
1,Trivandrum Cntl,1,Source,Source,No Delay,10:30 PM,10:40 PM,10 Mins, 0 Kms,16343,2018-02-03
2,Varkalasivagiri,1,11:04 PM,11:33 PM,29 Mins,11:05 PM,11:34 PM,29 Mins, 41 Kms,16343,2018-02-03
3,Kollam Jn,2,11:30 PM,12:02 AM,32 Mins,11:35 PM,12:38 AM,1 Hr 3 Mins, 64 Kms,16343,2018-02-03
4,Karunagapalli,2,11:58 PM,02:05 AM,2 Hrs 7 Mins,11:59 PM,02:06 AM,2 Hrs 7 Mins, 91 Kms,16343,2018-02-03
5,Kayankulam Jn,2,12:19 AM,02:24 AM,2 Hrs 5 Mins,12:20 AM,02:25 AM,2 Hrs 5 Mins, 105 Kms,16343,2018-02-03
6,Mavelikara,2,12:30 AM,02:34 AM,2 Hrs 4 Mins,12:31 AM,02:35 AM,2 Hrs 4 Mins, 113 Kms,16343,2018-02-03
7,Chengannur,2,12:41 AM,02:50 AM,2 Hrs 9 Mins,12:43 AM,02:51 AM,2 Hrs 8 Mins, 125 Kms,16343,2018-02-03
8,Tiruvalla,2,12:53 AM,03:03 AM,2 Hrs 10 Mins,12:54 AM,03:04 AM,2 Hrs 10 Mins, 134 Kms,16343,2018-02-03
9,Changanaseri,2,01:04 AM,03:15 AM,2 Hrs 11 Mins,01:05 AM,03:16 AM,2 Hrs 11 Mins, 142 Kms,16343,2018-02-03
10,Kottayam,2,01:25 AM,03:42 AM,2 Hrs 17 Mins,01:28 AM,03:45 AM,2 Hrs 17 Mins, 160 Kms,16343,2018-02-03
11,Ernakulam Town,2,02:55 AM,05:00 AM,2 Hrs 5 Mins,03:00 AM,05:05 AM,2 Hrs 5 Mins, 223 Kms,16343,2018-02-03
12,Idaplli,2,03:11 AM,05:18 AM,2 Hrs 7 Mins,03:12 AM,05:19 AM,2 Hrs 7 Mins, 229 Kms,16343,2018-02-03
13,Aluva,2,03:28 AM,05:32 AM,2 Hrs 4 Mins,03:30 AM,05:34 AM,2 Hrs 4 Mins, 240 Kms,16343,2018-02-03
14,Thrisur,2,04:17 AM,06:32 AM,2 Hrs 15 Mins,04:20 AM,06:34 AM,2 Hrs 14 Mins, 294 Kms,16343,2018-02-03
15,Shoranur Jn,2,05:30 AM,07:10 AM,1 Hr 40 Mins,05:40 AM,07:40 AM,2 Hrs, 327 Kms,16343,2018-02-03
16,Ottappalam,2,05:58 AM,08:00 AM,2 Hrs 2 Mins,06:00 AM,08:02 AM,2 Hrs 2 Mins, 336 Kms,16343,2018-02-03
17,Palakkad Jn,2,07:15 AM,08:25 AM,1 Hr 10 Mins,07:30 AM,09:00 AM,1 Hr 30 Mins, 367 Kms,16343,2018-02-03
18,Palghat Town,2,07:45 AM,09:14 AM,1 Hr 29 Mins,07:50 AM,09:19 AM,1 Hr 29 Mins, 371 Kms,16343,2018-02-03
19,Pollachi Jn,2,09:05 AM,10:13 AM,1 Hr 8 Mins,09:10 AM,10:17 AM,1 Hr 7 Mins, 425 Kms,16343,2018-02-03
20,Palani,2,10:28 AM,11:25 AM,57 Mins,10:30 AM,11:28 AM,58 Mins, 488 Kms,16343,2018-02-03
21,Dindigul Jn,2,11:43 AM,12:29 PM,46 Mins,11:45 AM,12:31 PM,46 Mins, 546 Kms,16343,2018-02-03
1,Trivandrum Cntl,1,Source,Source,No Delay,10:30 PM,10:30 PM,No Delay, 0 Kms,16343,2018-02-04
2,Varkalasivagiri,1,11:04 PM,11:23 PM,19 Mins,11:05 PM,11:25 PM,20 Mins, 41 Kms,16343,2018-02-04
3,Kollam Jn,1,11:30 PM,11:49 PM,19 Mins,11:35 PM,11:52 PM,17 Mins, 64 Kms,16343,2018-02-04
4,Karunagapalli,2,11:58 PM,01:10 AM,1 Hr 12 Mins,11:59 PM,01:12 AM,1 Hr 13 Mins, 91 Kms,16343,2018-02-04
5,Kayankulam Jn,2,12:19 AM,01:27 AM,1 Hr 8 Mins,12:20 AM,01:28 AM,1 Hr 8 Mins, 105 Kms,16343,2018-02-04
6,Mavelikara,2,12:30 AM,01:38 AM,1 Hr 8 Mins,12:31 AM,01:40 AM,1 Hr 9 Mins, 113 Kms,16343,2018-02-04
7,Chengannur,2,12:41 AM,01:54 AM,1 Hr 13 Mins,12:43 AM,01:56 AM,1 Hr 13 Mins, 125 Kms,16343,2018-02-04
8,Tiruvalla,2,12:53 AM,02:07 AM,1 Hr 14 Mins,12:54 AM,02:09 AM,1 Hr 15 Mins, 134 Kms,16343,2018-02-04
9,Changanaseri,2,01:04 AM,02:23 AM,1 Hr 19 Mins,01:05 AM,02:30 AM,1 Hr 25 Mins, 142 Kms,16343,2018-02-04
10,Kottayam,2,01:25 AM,02:58 AM,1 Hr 33 Mins,01:28 AM,03:11 AM,1 Hr 43 Mins, 160 Kms,16343,2018-02-04
11,Ernakulam Town,2,02:55 AM,04:20 AM,1 Hr 25 Mins,03:00 AM,04:30 AM,1 Hr 30 Mins, 223 Kms,16343,2018-02-04
12,Idaplli,2,03:11 AM,04:47 AM,1 Hr 36 Mins,03:12 AM,04:48 AM,1 Hr 36 Mins, 229 Kms,16343,2018-02-04
13,Aluva,2,03:28 AM,05:04 AM,1 Hr 36 Mins,03:30 AM,05:06 AM,1 Hr 36 Mins, 240 Kms,16343,2018-02-04
14,Thrisur,2,04:17 AM,06:12 AM,1 Hr 55 Mins,04:20 AM,06:14 AM,1 Hr 54 Mins, 294 Kms,16343,2018-02-04
15,Shoranur Jn,2,05:30 AM,07:01 AM,1 Hr 31 Mins,05:40 AM,07:23 AM,1 Hr 43 Mins, 327 Kms,16343,2018-02-04
16,Ottappalam,2,05:58 AM,07:38 AM,1 Hr 40 Mins,06:00 AM,07:40 AM,1 Hr 40 Mins, 336 Kms,16343,2018-02-04
17,Palakkad Jn,2,07:15 AM,08:05 AM,50 Mins,07:30 AM,08:44 AM,1 Hr 14 Mins, 367 Kms,16343,2018-02-04
18,Palghat Town,2,07:45 AM,08:57 AM,1 Hr 12 Mins,07:50 AM,09:02 AM,1 Hr 12 Mins, 371 Kms,16343,2018-02-04
19,Pollachi Jn,2,09:05 AM,10:07 AM,1 Hr 2 Mins,09:10 AM,10:12 AM,1 Hr 2 Mins, 425 Kms,16343,2018-02-04
20,Palani,2,10:28 AM,11:20 AM,52 Mins,10:30 AM,11:25 AM,55 Mins, 488 Kms,16343,2018-02-04
21,Dindigul Jn,2,11:43 AM,12:44 PM,1 Hr 1 Min,11:45 AM,12:47 PM,1 Hr 2 Mins, 546 Kms,16343,2018-02-04
1,Trivandrum Cntl,1,Source,Source,No Delay,10:30 PM,10:30 PM,No Delay, 0 Kms,16343,2018-02-05
2,Varkalasivagiri,1,11:04 PM,11:19 PM,15 Mins,11:05 PM,11:20 PM,15 Mins, 41 Kms,16343,2018-02-05
3,Kollam Jn,1,11:30 PM,11:45 PM,15 Mins,11:35 PM,11:48 PM,13 Mins, 64 Kms,16343,2018-02-05
4,Karunagapalli,2,11:58 PM,12:58 AM,1 Hr,11:59 PM,12:59 AM,1 Hr, 91 Kms,16343,2018-02-05
5,Kayankulam Jn,2,12:19 AM,01:16 AM,57 Mins,12:20 AM,01:17 AM,57 Mins, 105 Kms,16343,2018-02-05
6,Mavelikara,2,12:30 AM,01:26 AM,56 Mins,12:31 AM,01:27 AM,56 Mins, 113 Kms,16343,2018-02-05
7,Chengannur,2,12:41 AM,01:38 AM,57 Mins,12:43 AM,01:40 AM,57 Mins, 125 Kms,16343,2018-02-05
8,Tiruvalla,2,12:53 AM,01:51 AM,58 Mins,12:54 AM,01:53 AM,59 Mins, 134 Kms,16343,2018-02-05
9,Changanaseri,2,01:04 AM,02:05 AM,1 Hr 1 Min,01:05 AM,02:06 AM,1 Hr 1 Min, 142 Kms,16343,2018-02-05
10,Kottayam,2,01:25 AM,02:29 AM,1 Hr 4 Mins,01:28 AM,02:32 AM,1 Hr 4 Mins, 160 Kms,16343,2018-02-05
11,Ernakulam Town,2,02:55 AM,03:34 AM,39 Mins,03:00 AM,03:38 AM,38 Mins, 223 Kms,16343,2018-02-05
12,Idaplli,2,03:11 AM,03:51 AM,40 Mins,03:12 AM,03:52 AM,40 Mins, 229 Kms,16343,2018-02-05
13,Aluva,2,03:28 AM,04:05 AM,37 Mins,03:30 AM,04:07 AM,37 Mins, 240 Kms,16343,2018-02-05
14,Thrisur,2,04:17 AM,05:07 AM,50 Mins,04:20 AM,05:10 AM,50 Mins, 294 Kms,16343,2018-02-05
15,Shoranur Jn,2,05:30 AM,05:48 AM,18 Mins,05:40 AM,06:15 AM,35 Mins, 327 Kms,16343,2018-02-05
16,Ottappalam,2,05:58 AM,06:33 AM,35 Mins,06:00 AM,06:35 AM,35 Mins, 336 Kms,16343,2018-02-05
17,Palakkad Jn,2,07:15 AM,07:05 AM,10M Before,07:30 AM,07:37 AM,7 Mins, 367 Kms,16343,2018-02-05
18,Palghat Town,2,07:45 AM,07:48 AM,3 Mins,07:50 AM,07:53 AM,3 Mins, 371 Kms,16343,2018-02-05
19,Pollachi Jn,2,09:05 AM,08:44 AM,21M Before,09:10 AM,09:30 AM,20 Mins, 425 Kms,16343,2018-02-05
20,Palani,2,10:28 AM,10:38 AM,10 Mins,10:30 AM,11:00 AM,30 Mins, 488 Kms,16343,2018-02-05
21,Dindigul Jn,2,11:43 AM,12:15 PM,32 Mins,11:45 AM,12:17 PM,32 Mins, 546 Kms,16343,2018-02-05
1,Trivandrum Cntl,1,Source,Source,No Delay,10:30 PM,10:30 PM,No Delay, 0 Kms,16343,2018-02-06
2,Varkalasivagiri,1,11:04 PM,11:16 PM,12 Mins,11:05 PM,11:17 PM,12 Mins, 41 Kms,16343,2018-02-06
3,Kollam Jn,2,11:30 PM,11:52 PM,22 Mins,11:35 PM,12:25 AM,50 Mins, 64 Kms,16343,2018-02-06
4,Karunagapalli,2,11:58 PM,02:01 AM,2 Hrs 3 Mins,11:59 PM,02:02 AM,2 Hrs 3 Mins, 91 Kms,16343,2018-02-06
5,Kayankulam Jn,2,12:19 AM,02:23 AM,2 Hrs 4 Mins,12:20 AM,02:24 AM,2 Hrs 4 Mins, 105 Kms,16343,2018-02-06
6,Mavelikara,2,12:30 AM,02:34 AM,2 Hrs 4 Mins,12:31 AM,02:35 AM,2 Hrs 4 Mins, 113 Kms,16343,2018-02-06
7,Chengannur,2,12:41 AM,02:49 AM,2 Hrs 8 Mins,12:43 AM,02:51 AM,2 Hrs 8 Mins, 125 Kms,16343,2018-02-06
8,Tiruvalla,2,12:53 AM,03:05 AM,2 Hrs 12 Mins,12:54 AM,03:06 AM,2 Hrs 12 Mins, 134 Kms,16343,2018-02-06
9,Changanaseri,2,01:04 AM,03:17 AM,2 Hrs 13 Mins,01:05 AM,03:18 AM,2 Hrs 13 Mins, 142 Kms,16343,2018-02-06
10,Kottayam,2,01:25 AM,03:45 AM,2 Hrs 20 Mins,01:28 AM,03:55 AM,2 Hrs 27 Mins, 160 Kms,16343,2018-02-06
11,Ernakulam Town,2,02:55 AM,05:11 AM,2 Hrs 16 Mins,03:00 AM,05:16 AM,2 Hrs 16 Mins, 223 Kms,16343,2018-02-06
12,Idaplli,2,03:11 AM,05:29 AM,2 Hrs 18 Mins,03:12 AM,05:30 AM,2 Hrs 18 Mins, 229 Kms,16343,2018-02-06
13,Aluva,2,03:28 AM,05:43 AM,2 Hrs 15 Mins,03:30 AM,05:45 AM,2 Hrs 15 Mins, 240 Kms,16343,2018-02-06
14,Thrisur,2,04:17 AM,06:42 AM,2 Hrs 25 Mins,04:20 AM,06:44 AM,2 Hrs 24 Mins, 294 Kms,16343,2018-02-06
15,Shoranur Jn,2,05:30 AM,07:30 AM,2 Hrs,05:40 AM,07:43 AM,2 Hrs 3 Mins, 327 Kms,16343,2018-02-06
16,Ottappalam,2,05:58 AM,07:57 AM,1 Hr 59 Mins,06:00 AM,07:59 AM,1 Hr 59 Mins, 336 Kms,16343,2018-02-06
17,Palakkad Jn,2,07:15 AM,08:25 AM,1 Hr 10 Mins,07:30 AM,08:50 AM,1 Hr 20 Mins, 367 Kms,16343,2018-02-06
18,Palghat Town,2,07:45 AM,09:10 AM,1 Hr 25 Mins,07:50 AM,09:15 AM,1 Hr 25 Mins, 371 Kms,16343,2018-02-06
19,Pollachi Jn,2,09:05 AM,10:20 AM,1 Hr 15 Mins,09:10 AM,10:25 AM,1 Hr 15 Mins, 425 Kms,16343,2018-02-06
20,Palani,2,10:28 AM,11:29 AM,1 Hr 1 Min,10:30 AM,11:34 AM,1 Hr 4 Mins, 488 Kms,16343,2018-02-06
21,Dindigul Jn,2,11:43 AM,12:35 PM,52 Mins,11:45 AM,12:38 PM,53 Mins, 546 Kms,16343,2018-02-06
1,Trivandrum Cntl,1,Source,Source,No Delay,10:30 PM,10:30 PM,No Delay, 0 Kms,16343,2018-02-07
2,Varkalasivagiri,1,11:04 PM,11:15 PM,11 Mins,11:05 PM,11:16 PM,11 Mins, 41 Kms,16343,2018-02-07
3,Kollam Jn,2,11:30 PM,11:40 PM,10 Mins,11:35 PM,12:30 AM,55 Mins, 64 Kms,16343,2018-02-07
4,Karunagapalli,2,11:58 PM,01:57 AM,1 Hr 59 Mins,11:59 PM,01:58 AM,1 Hr 59 Mins, 91 Kms,16343,2018-02-07
5,Kayankulam Jn,2,12:19 AM,02:14 AM,1 Hr 55 Mins,12:20 AM,02:16 AM,1 Hr 56 Mins, 105 Kms,16343,2018-02-07
6,Mavelikara,2,12:30 AM,02:27 AM,1 Hr 57 Mins,12:31 AM,02:29 AM,1 Hr 58 Mins, 113 Kms,16343,2018-02-07
7,Chengannur,2,12:41 AM,02:42 AM,2 Hrs 1 Min,12:43 AM,02:44 AM,2 Hrs 1 Min, 125 Kms,16343,2018-02-07
8,Tiruvalla,2,12:53 AM,02:59 AM,2 Hrs 6 Mins,12:54 AM,03:00 AM,2 Hrs 6 Mins, 134 Kms,16343,2018-02-07
9,Changanaseri,2,01:04 AM,03:12 AM,2 Hrs 8 Mins,01:05 AM,03:13 AM,2 Hrs 8 Mins, 142 Kms,16343,2018-02-07
10,Kottayam,2,01:25 AM,03:39 AM,2 Hrs 14 Mins,01:28 AM,03:44 AM,2 Hrs 16 Mins, 160 Kms,16343,2018-02-07
11,Ernakulam Town,2,02:55 AM,05:12 AM,2 Hrs 17 Mins,03:00 AM,05:20 AM,2 Hrs 20 Mins, 223 Kms,16343,2018-02-07
12,Idaplli,2,03:11 AM,05:35 AM,2 Hrs 24 Mins,03:12 AM,05:36 AM,2 Hrs 24 Mins, 229 Kms,16343,2018-02-07
13,Aluva,2,03:28 AM,05:48 AM,2 Hrs 20 Mins,03:30 AM,05:50 AM,2 Hrs 20 Mins, 240 Kms,16343,2018-02-07
14,Thrisur,2,04:17 AM,06:50 AM,2 Hrs 33 Mins,04:20 AM,06:52 AM,2 Hrs 32 Mins, 294 Kms,16343,2018-02-07
15,Shoranur Jn,2,05:30 AM,07:26 AM,1 Hr 56 Mins,05:40 AM,07:43 AM,2 Hrs 3 Mins, 327 Kms,16343,2018-02-07
16,Ottappalam,2,05:58 AM,08:00 AM,2 Hrs 2 Mins,06:00 AM,08:02 AM,2 Hrs 2 Mins, 336 Kms,16343,2018-02-07
17,Palakkad Jn,2,07:15 AM,08:30 AM,1 Hr 15 Mins,07:30 AM,09:03 AM,1 Hr 33 Mins, 367 Kms,16343,2018-02-07
18,Palghat Town,2,07:45 AM,09:17 AM,1 Hr 32 Mins,07:50 AM,09:22 AM,1 Hr 32 Mins, 371 Kms,16343,2018-02-07
19,Pollachi Jn,2,09:05 AM,10:20 AM,1 Hr 15 Mins,09:10 AM,10:25 AM,1 Hr 15 Mins, 425 Kms,16343,2018-02-07
20,Palani,2,10:28 AM,11:32 AM,1 Hr 4 Mins,10:30 AM,11:37 AM,1 Hr 7 Mins, 488 Kms,16343,2018-02-07
21,Dindigul Jn,2,11:43 AM,12:40 PM,57 Mins,11:45 AM,12:42 PM,57 Mins, 546 Kms,16343,2018-02-07
1,Trivandrum Cntl,1,Source,Source,No Delay,10:30 PM,10:30 PM,No Delay, 0 Kms,16343,2018-02-08
2,Varkalasivagiri,1,11:04 PM,11:27 PM,23 Mins,11:05 PM,11:29 PM,24 Mins, 41 Kms,16343,2018-02-08
3,Kollam Jn,2,11:30 PM,12:01 AM,31 Mins,11:35 PM,12:04 AM,29 Mins, 64 Kms,16343,2018-02-08
4,Karunagapalli,2,11:58 PM,12:43 AM,45 Mins,11:59 PM,12:44 AM,45 Mins, 91 Kms,16343,2018-02-08
5,Kayankulam Jn,2,12:19 AM,01:02 AM,43 Mins,12:20 AM,01:03 AM,43 Mins, 105 Kms,16343,2018-02-08
6,Mavelikara,2,12:30 AM,01:13 AM,43 Mins,12:31 AM,01:15 AM,44 Mins, 113 Kms,16343,2018-02-08
7,Chengannur,2,12:41 AM,01:28 AM,47 Mins,12:43 AM,01:30 AM,47 Mins, 125 Kms,16343,2018-02-08
8,Tiruvalla,2,12:53 AM,01:47 AM,54 Mins,12:54 AM,01:48 AM,54 Mins, 134 Kms,16343,2018-02-08
9,Changanaseri,2,01:04 AM,01:59 AM,55 Mins,01:05 AM,02:01 AM,56 Mins, 142 Kms,16343,2018-02-08
10,Kottayam,2,01:25 AM,02:23 AM,58 Mins,01:28 AM,02:26 AM,58 Mins, 160 Kms,16343,2018-02-08
11,Ernakulam Town,2,02:55 AM,03:39 AM,44 Mins,03:00 AM,03:44 AM,44 Mins, 223 Kms,16343,2018-02-08
12,Idaplli,2,03:11 AM,03:56 AM,45 Mins,03:12 AM,03:57 AM,45 Mins, 229 Kms,16343,2018-02-08
13,Aluva,2,03:28 AM,04:14 AM,46 Mins,03:30 AM,04:16 AM,46 Mins, 240 Kms,16343,2018-02-08
14,Thrisur,2,04:17 AM,05:16 AM,59 Mins,04:20 AM,05:19 AM,59 Mins, 294 Kms,16343,2018-02-08
15,Shoranur Jn,2,05:30 AM,05:55 AM,25 Mins,05:40 AM,06:15 AM,35 Mins, 327 Kms,16343,2018-02-08
16,Ottappalam,2,05:58 AM,06:36 AM,38 Mins,06:00 AM,06:37 AM,37 Mins, 336 Kms,16343,2018-02-08
17,Palakkad Jn,2,07:15 AM,07:03 AM,12M Before,07:30 AM,07:48 AM,18 Mins, 367 Kms,16343,2018-02-08
18,Palghat Town,2,07:45 AM,08:00 AM,15 Mins,07:50 AM,08:05 AM,15 Mins, 371 Kms,16343,2018-02-08
19,Pollachi Jn,2,09:05 AM,09:05 AM,No Delay,09:10 AM,09:25 AM,15 Mins, 425 Kms,16343,2018-02-08
20,Palani,2,10:28 AM,10:30 AM,2 Mins,10:30 AM,10:32 AM,2 Mins, 488 Kms,16343,2018-02-08
21,Dindigul Jn,2,11:43 AM,11:40 AM,3M Before,11:45 AM,11:45 AM,No Delay, 546 Kms,16343,2018-02-08
1,Trivandrum Cntl,1,Source,Source,No Delay,10:30 PM,10:30 PM,No Delay, 0 Kms,16343,2018-02-09
2,Varkalasivagiri,1,11:04 PM,11:11 PM,7 Mins,11:05 PM,11:12 PM,7 Mins, 41 Kms,16343,2018-02-09
3,Kollam Jn,1,11:30 PM,11:36 PM,6 Mins,11:35 PM,11:39 PM,4 Mins, 64 Kms,16343,2018-02-09
4,Karunagapalli,2,11:58 PM,12:47 AM,49 Mins,11:59 PM,12:48 AM,49 Mins, 91 Kms,16343,2018-02-09
5,Kayankulam Jn,2,12:19 AM,01:04 AM,45 Mins,12:20 AM,01:05 AM,45 Mins, 105 Kms,16343,2018-02-09
6,Mavelikara,2,12:30 AM,01:13 AM,43 Mins,12:31 AM,01:14 AM,43 Mins, 113 Kms,16343,2018-02-09
7,Chengannur,2,12:41 AM,01:26 AM,45 Mins,12:43 AM,01:28 AM,45 Mins, 125 Kms,16343,2018-02-09
8,Tiruvalla,2,12:53 AM,01:41 AM,48 Mins,12:54 AM,01:42 AM,48 Mins, 134 Kms,16343,2018-02-09
9,Changanaseri,2,01:04 AM,01:53 AM,49 Mins,01:05 AM,01:58 AM,53 Mins, 142 Kms,16343,2018-02-09
10,Kottayam,2,01:25 AM,02:20 AM,55 Mins,01:28 AM,02:23 AM,55 Mins, 160 Kms,16343,2018-02-09
11,Ernakulam Town,2,02:55 AM,04:01 AM,1 Hr 6 Mins,03:00 AM,04:05 AM,1 Hr 5 Mins, 223 Kms,16343,2018-02-09
12,Idaplli,2,03:11 AM,04:25 AM,1 Hr 14 Mins,03:12 AM,04:35 AM,1 Hr 23 Mins, 229 Kms,16343,2018-02-09
13,Aluva,2,03:28 AM,04:51 AM,1 Hr 23 Mins,03:30 AM,04:53 AM,1 Hr 23 Mins, 240 Kms,16343,2018-02-09
14,Thrisur,2,04:17 AM,06:11 AM,1 Hr 54 Mins,04:20 AM,06:14 AM,1 Hr 54 Mins, 294 Kms,16343,2018-02-09
15,Shoranur Jn,2,05:30 AM,06:58 AM,1 Hr 28 Mins,05:40 AM,07:16 AM,1 Hr 36 Mins, 327 Kms,16343,2018-02-09
16,Ottappalam,2,05:58 AM,07:32 AM,1 Hr 34 Mins,06:00 AM,07:34 AM,1 Hr 34 Mins, 336 Kms,16343,2018-02-09
17,Palakkad Jn,2,07:15 AM,07:58 AM,43 Mins,07:30 AM,08:30 AM,1 Hr, 367 Kms,16343,2018-02-09
18,Palghat Town,2,07:45 AM,08:43 AM,58 Mins,07:50 AM,08:47 AM,57 Mins, 371 Kms,16343,2018-02-09
19,Pollachi Jn,2,09:05 AM,09:38 AM,33 Mins,09:10 AM,09:41 AM,31 Mins, 425 Kms,16343,2018-02-09
20,Palani,2,10:28 AM,10:58 AM,30 Mins,10:30 AM,11:03 AM,33 Mins, 488 Kms,16343,2018-02-09
21,Dindigul Jn,2,11:43 AM,12:12 PM,29 Mins,11:45 AM,12:14 PM,29 Mins, 546 Kms,16343,2018-02-09
1,Trivandrum Cntl,1,Source,Source,No Delay,10:30 PM,10:30 PM,No Delay, 0 Kms,16343,2018-02-10
2,Varkalasivagiri,1,11:04 PM,11:17 PM,13 Mins,11:05 PM,11:18 PM,13 Mins, 41 Kms,16343,2018-02-10
3,Kollam Jn,1,11:30 PM,11:50 PM,20 Mins,11:35 PM,11:55 PM,20 Mins, 64 Kms,16343,2018-02-10
4,Karunagapalli,2,11:58 PM,01:15 AM,1 Hr 17 Mins,11:59 PM,01:16 AM,1 Hr 17 Mins, 91 Kms,16343,2018-02-10
5,Kayankulam Jn,2,12:19 AM,01:32 AM,1 Hr 13 Mins,12:20 AM,01:33 AM,1 Hr 13 Mins, 105 Kms,16343,2018-02-10
6,Mavelikara,2,12:30 AM,01:45 AM,1 Hr 15 Mins,12:31 AM,01:46 AM,1 Hr 15 Mins, 113 Kms,16343,2018-02-10
7,Chengannur,2,12:41 AM,01:58 AM,1 Hr 17 Mins,12:43 AM,02:00 AM,1 Hr 17 Mins, 125 Kms,16343,2018-02-10
8,Tiruvalla,2,12:53 AM,02:17 AM,1 Hr 24 Mins,12:54 AM,02:18 AM,1 Hr 24 Mins, 134 Kms,16343,2018-02-10
9,Changanaseri,2,01:04 AM,02:28 AM,1 Hr 24 Mins,01:05 AM,02:29 AM,1 Hr 24 Mins, 142 Kms,16343,2018-02-10
10,Kottayam,2,01:25 AM,02:53 AM,1 Hr 28 Mins,01:28 AM,03:01 AM,1 Hr 33 Mins, 160 Kms,16343,2018-02-10
11,Ernakulam Town,2,02:55 AM,04:14 AM,1 Hr 19 Mins,03:00 AM,04:19 AM,1 Hr 19 Mins, 223 Kms,16343,2018-02-10
12,Idaplli,2,03:11 AM,04:35 AM,1 Hr 24 Mins,03:12 AM,04:36 AM,1 Hr 24 Mins, 229 Kms,16343,2018-02-10
13,Aluva,2,03:28 AM,04:49 AM,1 Hr 21 Mins,03:30 AM,04:51 AM,1 Hr 21 Mins, 240 Kms,16343,2018-02-10
14,Thrisur,2,04:17 AM,05:54 AM,1 Hr 37 Mins,04:20 AM,05:57 AM,1 Hr 37 Mins, 294 Kms,16343,2018-02-10
15,Shoranur Jn,2,05:30 AM,06:38 AM,1 Hr 8 Mins,05:40 AM,07:00 AM,1 Hr 20 Mins, 327 Kms,16343,2018-02-10
16,Ottappalam,2,05:58 AM,07:19 AM,1 Hr 21 Mins,06:00 AM,07:21 AM,1 Hr 21 Mins, 336 Kms,16343,2018-02-10
17,Palakkad Jn,2,07:15 AM,07:45 AM,30 Mins,07:30 AM,08:23 AM,53 Mins, 367 Kms,16343,2018-02-10
18,Palghat Town,2,07:45 AM,08:38 AM,53 Mins,07:50 AM,08:40 AM,50 Mins, 371 Kms,16343,2018-02-10
19,Pollachi Jn,2,09:05 AM,09:34 AM,29 Mins,09:10 AM,09:40 AM,30 Mins, 425 Kms,16343,2018-02-10
20,Palani,2,10:28 AM,10:52 AM,24 Mins,10:30 AM,10:57 AM,27 Mins, 488 Kms,16343,2018-02-10
21,Dindigul Jn,2,11:43 AM,12:05 PM,22 Mins,11:45 AM,12:10 PM,25 Mins, 546 Kms,16343,2018-02-10
1,Trivandrum Cntl,1,Source,Source,No Delay,10:30 PM,10:30 PM,No Delay, 0 Kms,16343,2018-02-11
2,Varkalasivagiri,1,11:04 PM,11:13 PM,9 Mins,11:05 PM,11:14 PM,9 Mins, 41 Kms,16343,2018-02-11
3,Kollam Jn,2,11:30 PM,12:20 AM,50 Mins,11:35 PM,12:21 AM,46 Mins, 64 Kms,16343,2018-02-11
4,Karunagapalli,2,11:58 PM,01:35 AM,1 Hr 37 Mins,11:59 PM,01:36 AM,1 Hr 37 Mins, 91 Kms,16343,2018-02-11
5,Kayankulam Jn,2,12:19 AM,01:53 AM,1 Hr 34 Mins,12:20 AM,01:54 AM,1 Hr 34 Mins, 105 Kms,16343,2018-02-11
6,Mavelikara,2,12:30 AM,02:03 AM,1 Hr 33 Mins,12:31 AM,02:04 AM,1 Hr 33 Mins, 113 Kms,16343,2018-02-11
7,Chengannur,2,12:41 AM,02:18 AM,1 Hr 37 Mins,12:43 AM,02:20 AM,1 Hr 37 Mins, 125 Kms,16343,2018-02-11
8,Tiruvalla,2,12:53 AM,02:36 AM,1 Hr 43 Mins,12:54 AM,02:37 AM,1 Hr 43 Mins, 134 Kms,16343,2018-02-11
